99500A;0002107929;3;000000000000405777;5;05;0;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR ROJO Y BL;0;0.0;  ;10;ZHOG
99500A;0002107929;3;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002107929;3;000000000000401529;0;05;0;202404;2;0;342.08;1999.99;565.42;SALERO VIDRIO TUZ STAR CUISINE;0;0.0;  ;10;ZHOG
99500A;0002107929;3;000000000000404708;7;05;0;202404;1;0;136.83;1599.99;226.17;SACAPUNTA COOKIES;0;0.0;  ;10;ZHOG
99500A;0002107929;3;000000000000052725;3;05;0;202404;1;0;213.8;2499.99;353.39;ARQUEADOR DE PESTAÑAS C/REPUESTO S/E COL;0;0.0;  ;10;ZHOG
99500A;0002107929;3;000000000000000100;0;00;0;202404;1;0;40.5;426.24;66.95;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002345755;4;000000000000403418;4;05;0;202404;1;0;427.6;4999.99;706.78;CEPILLO ARAÑA EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002345755;4;000000000000000100;0;00;0;202404;1;0;30.38;319.68;50.21;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002345755;4;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002345755;4;000000000000405780;4;05;0;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR CEL Y BLA;0;0.0;  ;10;ZHOG
99500A;0002345755;4;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002345755;4;000000000000405777;5;05;0;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR ROJO Y BL;0;0.0;  ;10;ZHOG
99500A;0002182586;6;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002182586;6;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002182586;6;000000000000000100;0;00;0;202404;1;0;0.0;0.0;0.0;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002313228;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002313228;0;000000000000000100;0;00;0;202404;1;0;0.0;0.0;0.0;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002313228;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002348537;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002348537;0;000000000000404077;3;05;202404;202404;1;0;598.64;6999.99;989.49;CONT X3 500 ML STAR CUISINE KEEP GRIS;0;0.0;  ;10;ZHOG
99500A;0002348537;0;000000000000000100;0;00;202404;202404;1;0;24.05;253.08;39.75;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002348537;0;000000000000052725;3;05;202404;202404;1;0;213.8;2499.99;353.39;ARQUEADOR DE PESTAÑAS C/REPUESTO S/E COL;0;0.0;  ;10;ZHOG
99500A;0002348537;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002394421;8;000000000000403283;6;05;202404;202404;1;0;453.26;5299.99;749.18;ESTUCHE C/ MARCADORES 12 COLORES;0;0.0;  ;10;ZHOG
99500A;0002394421;8;000000000000406081;5;05;202404;202404;1;0;205.25;2399.99;339.25;LAPICERA EN GEL TULIPS;0;0.0;  ;10;ZHOG
99500A;0002394421;8;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002394421;8;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002394421;8;000000000000000100;0;00;202404;202404;1;0;21.77;229.1;35.98;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002394421;8;000000000000404523;7;05;202404;202404;1;0;76.97;899.99;127.22;REGLA FLEXIBLE GREEN 30 CM;0;0.0;  ;10;ZHOG
99500A;0001061821;0;000000000000000100;0;00;202404;202404;1;0;57.97;610.06;95.82;Gastos Administrativos;0;0.0;  ;0;0
99500A;0001061821;0;000000000000403415;7;05;202404;202404;1;0;513.12;5999.99;848.13;CEPILLO TERMICO BRUSHING EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0001061821;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0001061821;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0001061821;0;000000000000403283;6;05;202404;202404;2;0;906.51;5299.99;1498.37;ESTUCHE C/ MARCADORES 12 COLORES;0;0.0;  ;10;ZHOG
99500A;0001061821;0;000000000000403414;5;05;202404;202404;1;0;538.78;6299.99;890.54;CEPILLO NEUMAT DESENRE XXL EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002047612;4;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002047612;4;000000000000000100;0;00;202404;202404;1;0;0.0;0.0;0.0;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002047612;4;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002294018;9;000000000000405096;0;05;202404;202404;1;0;3420.81;39999.99;5654.24;MOCHILA ATLAS ESCAPE FUCSIA;0;0.0;  ;10;ZHOG
99500A;0002294018;9;000000000000000100;0;00;202404;202404;1;0;101.25;1065.6;167.36;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002294018;9;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002294018;9;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002171456;8;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002171456;8;000000000000405781;7;05;202404;202404;1;0;1710.41;19999.99;2827.12;DISPENSER DE VIDRIO C/TAPA PLA 5L;0;0.0;  ;10;ZHOG
99500A;0002171456;8;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002171456;8;000000000000000100;0;00;202404;202404;1;0;50.63;532.8;83.68;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002227267;4;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002227267;4;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002227267;4;000000000000406093;4;05;202404;202404;10;0;855.19;999.99;1413.54;SET X2 LAPIZ NEGRO;0;0.0;  ;10;ZHOG
99500A;0002227267;4;000000000000000100;0;00;202404;202404;1;0;25.31;266.4;41.84;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002391615;0;000000000000000100;0;00;0;202404;1;0;12.15;127.87;20.08;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002391615;0;000000000000406091;9;05;0;202404;2;0;410.49;2399.99;678.5;SOBRE PLAST. PLUMAS S/E;0;0.0;  ;10;ZHOG
99500A;0002391615;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002391615;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002054095;7;000000000000406091;9;05;0;202404;1;0;205.25;2399.99;339.25;SOBRE PLAST. PLUMAS S/E;0;0.0;  ;10;ZHOG
99500A;0002054095;7;000000000000402240;2;05;0;202404;1;0;342.08;3999.99;565.42;SET X 2 CINTAS CORRECTORAS;0;0.0;  ;10;ZHOG
99500A;0002054095;7;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002054095;7;000000000000000100;0;00;0;202404;1;0;16.2;170.5;26.78;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002054095;7;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000500607;0;04;0;202404;5;0;0.0;0.01;0.01;INS. BIENVENIDA ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000000100;0;00;202404;202404;1;0;32.91;346.32;54.39;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002138679;0;000000000000000255;0;04;0;202404;5;0;0.0;0.01;0.01;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000088734;1;04;0;202404;1;0;0.0;0.01;0.0;DEMOSTRAD.GRATIS P/ LIDERES C 4;0;0.0;  ;0;ZPRE
99500A;0002138679;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000002946;0;04;0;202404;1;0;0.0;0.01;0.0;VOLANTE SE BUSCA REVENDEDORA C06;0;0.0;  ;0;ZFOL
99500A;0002138679;0;000000000000900460;1;04;0;202404;1;0;0.0;0.01;0.0;PR. PAGO EN CONFERENCIA Nº1 (00);0;0.0;  ;0;ZPRE
99500A;0002138679;0;000000000000405248;0;05;202404;202404;1;0;1111.76;12999.99;1837.63;MOLDE SILI TARTERA STAR CUISINE CONFETTI;0;0.0;  ;10;ZHOG
99500A;0002345363;0;000000000000000100;0;00;202404;202404;1;0;0.0;0.0;0.0;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002345363;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002345363;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002404335;4;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002404335;4;000000000000302158;1;05;202404;202404;1;0;393.39;4599.99;650.24;ARO SOLITARIO FRANCHESCA P (I);0;0.0;  ;10;ZBIJ
99500A;0002404335;4;000000000000302134;3;05;202404;202404;1;0;555.88;6499.99;918.81;AROS DOBLE STAR P (I);0;0.0;  ;10;ZBIJ
99500A;0002404335;4;000000000000052804;1;05;202404;202404;1;0;342.08;3999.99;565.42;LAPICERA GEL X 6 COLORES C/GLITTER;0;0.0;  ;10;ZHOG
99500A;0002404335;4;000000000000000100;0;00;202404;202404;1;0;38.22;402.26;63.18;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002404335;4;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002404564;0;000000000000405623;6;05;202404;202404;1;0;1368.32;15999.99;2261.69;SET X4 TENEDORES COPETIN FEELING;0;0.0;  ;10;ZHOG
99500A;0002404564;0;000000000000403415;7;05;202404;202404;1;0;513.12;5999.99;848.13;CEPILLO TERMICO BRUSHING EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002404564;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002404564;0;000000000000000100;0;00;202404;202404;1;0;126.57;1332.0;209.21;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002404564;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002404564;0;000000000000052804;1;05;202404;202404;1;0;342.08;3999.99;565.42;LAPICERA GEL X 6 COLORES C/GLITTER;0;0.0;  ;10;ZHOG
99500A;0002404564;0;000000000000057678;2;05;202404;202404;2;0;342.08;1999.99;565.42;GUANTE EXFOLIANTE SEAN S/E;0;0.0;  ;10;ZHOG
99500A;0002404564;0;000000000000405781;7;05;202404;202404;1;0;1710.41;19999.99;2827.12;DISPENSER DE VIDRIO C/TAPA PLA 5L;0;0.0;  ;10;ZHOG
99500A;0002203698;9;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002203698;9;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002203698;9;000000000000000100;0;00;202404;202404;1;0;41.51;436.9;68.62;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002203698;9;000000000000402249;2;05;202404;202404;1;0;119.73;1399.99;197.9;PACK X 4 GOMAS DINOSAURIO;0;0.0;  ;10;ZHOG
99500A;0002203698;9;000000000000405239;8;05;202404;202404;1;0;1282.8;14999.99;2120.34;MOLDE CUADR SILI STAR CUISINE CONFETTI;0;0.0;  ;10;ZHOG
99500A;0002355018;0;000000000000000100;0;00;0;202404;1;0;54.42;572.76;89.96;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002355018;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002355018;0;000000000000403415;7;05;0;202404;1;0;513.12;5999.99;848.13;CEPILLO TERMICO BRUSHING EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002355018;0;000000000000405780;4;05;0;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR CEL Y BLA;0;0.0;  ;10;ZHOG
99500A;0002355018;0;000000000000403417;2;05;0;202404;1;0;598.64;6999.99;989.49;CEPILLO TERMICO BRUSH GDE EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002355018;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002355018;0;000000000000403418;4;05;0;202404;1;0;427.6;4999.99;706.78;CEPILLO ARAÑA EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002422104;0;000000000000405780;4;05;202404;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR CEL Y BLA;0;0.0;  ;10;ZHOG
99500A;0002422104;0;000000000000000100;0;00;202404;202404;1;0;77.21;812.52;127.61;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002422104;0;000000000000405781;7;05;202404;202404;1;0;1710.41;19999.99;2827.12;DISPENSER DE VIDRIO C/TAPA PLA 5L;0;0.0;  ;10;ZHOG
99500A;0002422104;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002422104;0;000000000000405779;0;05;202404;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR VER Y BLA;0;0.0;  ;10;ZHOG
99500A;0002422104;0;000000000000405777;5;05;202404;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR ROJO Y BL;0;0.0;  ;10;ZHOG
99500A;0002422104;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002327347;0;000000000000405781;7;05;0;202404;1;0;1710.41;19999.99;2827.12;DISPENSER DE VIDRIO C/TAPA PLA 5L;0;0.0;  ;10;ZHOG
99500A;0002327347;0;000000000000000100;0;00;0;202404;1;0;63.28;666.0;104.6;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002327347;0;000000000000404194;5;05;0;202404;1;0;427.6;4999.99;706.78;SET X 10 CLIPS CON FORMAS S/E;0;0.0;  ;10;ZHOG
99500A;0002327347;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002327347;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0001130493;6;000000000000406091;9;05;202404;202404;5;0;870.75;2399.99;1439.25;SOBRE PLAST. PLUMAS S/E;0;0.0;  ;10;ZHOG
99500A;0001130493;6;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0001130493;6;000000000000000100;0;00;202404;202404;1;0;70.88;745.92;117.15;Gastos Administrativos;0;0.0;  ;0;0
99500A;0001130493;6;000000000000900460;1;04;0;202404;1;0;0.0;0.01;0.0;PR. PAGO EN CONFERENCIA Nº1 (00);0;0.0;  ;0;ZPRE
99500A;0001130493;6;000000000000405634;2;05;202404;202404;1;0;1233.57;16999.99;2038.95;LUCES BUBBLE X 20 SOLAR;0;0.0;  ;10;ZHOG
99500A;0001130493;6;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0001130493;6;000000000000302467;1;05;202404;202404;1;0;290.25;3999.99;479.75;AROS BLACK LOTUS (I);0;0.0;  ;10;ZBIJ
99500A;0002372488;9;000000000000405779;0;05;202404;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR VER Y BLA;0;0.0;  ;10;ZHOG
99500A;0002372488;9;000000000000000100;0;00;202404;202404;1;0;68.35;719.28;112.97;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002372488;9;000000000000405781;7;05;202404;202404;1;0;1710.41;19999.99;2827.12;DISPENSER DE VIDRIO C/TAPA PLA 5L;0;0.0;  ;10;ZHOG
99500A;0002372488;9;000000000000405778;8;05;202404;202404;1;0;299.32;3499.99;494.74;JARRITO DE VIDRIO C/TAPA Y SOR NEG Y BLA;0;0.0;  ;10;ZHOG
99500A;0002372488;9;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002372488;9;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002394696;2;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002394696;2;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002394696;2;000000000000000100;0;00;202404;202404;1;0;41.51;436.9;68.62;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002394696;2;000000000000401288;7;05;202404;202404;1;0;342.08;3999.99;565.42;RESALTADOR MINI X 6 SONRISA;0;0.0;  ;10;ZHOG
99500A;0002394696;2;000000000000404581;9;05;202404;202404;1;0;855.2;9999.99;1413.56;COOKING BOWL X5 VIENA;0;0.0;  ;10;ZHOG
99500A;0002394696;2;000000000000406091;9;05;202404;202404;1;0;205.25;2399.99;339.25;SOBRE PLAST. PLUMAS S/E;0;0.0;  ;10;ZHOG
99500A;0002423445;1;000000000000000100;0;00;202404;202404;1;0;33.67;354.31;55.65;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002423445;1;000000000000052804;1;05;202404;202404;1;0;342.08;3999.99;565.42;LAPICERA GEL X 6 COLORES C/GLITTER;0;0.0;  ;10;ZHOG
99500A;0002423445;1;000000000000403283;6;05;202404;202404;1;0;453.26;5299.99;749.18;ESTUCHE C/ MARCADORES 12 COLORES;0;0.0;  ;10;ZHOG
99500A;0002423445;1;000000000000401288;7;05;202404;202404;1;0;342.08;3999.99;565.42;RESALTADOR MINI X 6 SONRISA;0;0.0;  ;10;ZHOG
99500A;0002423445;1;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002423445;1;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0001250413;0;000000000000402238;5;05;0;202404;1;0;188.14;2199.99;310.98;SET X 100 INDICADORES ADHESIVOS LAPIZ;0;0.0;  ;10;ZHOG
99500A;0001250413;0;000000000000900460;1;04;0;202404;1;0;0.0;0.01;0.0;PR. PAGO EN CONFERENCIA Nº1 (00);0;0.0;  ;0;ZPRE
99500A;0001250413;0;000000000000402256;0;05;0;202404;1;0;256.56;2999.99;424.07;TIJERA DE PICOS;0;0.0;  ;10;ZHOG
99500A;0001250413;0;000000000000401529;0;05;0;202404;1;0;171.04;1999.99;282.71;SALERO VIDRIO TUZ STAR CUISINE;0;0.0;  ;10;ZHOG
99500A;0001250413;0;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0001250413;0;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0001250413;0;000000000000000100;0;00;0;202404;1;0;18.22;191.81;30.12;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002021364;6;000000000000000100;0;00;0;202404;1;0;46.58;490.18;76.99;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002021364;6;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002021364;6;000000000000406081;5;05;0;202404;1;0;205.25;2399.99;339.25;LAPICERA EN GEL TULIPS;0;0.0;  ;10;ZHOG
99500A;0002021364;6;000000000000404581;9;05;0;202404;1;0;855.2;9999.99;1413.56;COOKING BOWL X5 VIENA;0;0.0;  ;10;ZHOG
99500A;0002021364;6;000000000000403415;7;05;0;202404;1;0;513.12;5999.99;848.13;CEPILLO TERMICO BRUSHING EXPERT ZAFIRO;0;0.0;  ;10;ZHOG
99500A;0002021364;6;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002323769;4;000000000000000100;0;00;0;202404;1;0;25.31;266.4;41.84;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002323769;4;000000000000404581;9;05;0;202404;1;0;855.2;9999.99;1413.56;COOKING BOWL X5 VIENA;0;0.0;  ;10;ZHOG
99500A;0002323769;4;000000000000900460;1;04;0;202404;1;0;0.0;0.01;0.0;PR. PAGO EN CONFERENCIA Nº1 (00);0;0.0;  ;0;ZPRE
99500A;0002323769;4;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002323769;4;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002413683;2;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002413683;2;000000000000405841;8;05;202404;202404;1;0;1060.45;12399.99;1752.81;FRASC VIDR STAR CUISINE 600ML S/E;0;0.0;  ;10;ZHOG
99500A;0002413683;2;000000000000404581;9;05;202404;202404;1;0;855.2;9999.99;1413.56;COOKING BOWL X5 VIENA;0;0.0;  ;10;ZHOG
99500A;0002413683;2;000000000000000100;0;00;202404;202404;1;0;56.7;596.74;93.73;Gastos Administrativos;0;0.0;  ;0;0
99500A;0002413683;2;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002430728;9;000000000000000255;0;04;0;202404;1;0;0.0;0.01;0.0;FOLLETO CAMP. 06;0;0.0;  ;0;ZFOL
99500A;0002430728;9;000000000000500606;8;04;0;202404;1;0;0.0;0.01;0.0;INSERT CIRC BRILLANTE ANUAL 2024;0;0.0;  ;0;ZFOL
99500A;0002430728;9;000000000000404581;9;05;0;202404;2;0;1710.4;9999.99;2827.11;COOKING BOWL X5 VIENA;J1X4;471.18;  ;10;ZHOG
